image,E(GPa),H(GPa),Load(N),InnerPixels,CrackLength(um),FractureToughness(Kc)
111.JPG,105.9,5.6,0.49988900000000003,4579,29.685500852656986,13440362.29854256
105.JPG,79.0,2.43,0.499287,4852,30.55761501441751,16853165.463290628
10.JPG,68.1,2.19,0.19977899999999998,2708,22.828816066290035,10213538.963223055
38.JPG,75.2,2.56,0.299389,2982,23.95592134680877,13839023.905649172
21.JPG,80.1,2.02,0.24975299999999998,3225,24.91287898615589,12647812.225659356
35.JPG,65.7,2.16,0.299675,3090,24.385872493419512,13724574.063965542
108.JPG,74.9,2.53,0.49906,3641,26.470942119737177,19937895.38390534
120.JPG,79.9,2.73,0.549869,3585,26.26658660126212,22097637.443553712
134.JPG,66.8,2.26,0.330805,4146,28.24708962034961,11979688.210841117
135.JPG,73.9,2.34,0.599468,4325,28.850418334604967,21739628.750373118
121.JPG,84.0,2.41,0.549056,6053,34.130637162744776,16256654.26933547
109.JPG,77.2,2.12,0.49909,4914,30.75223147891234,17660566.703451317
34.JPG,72.0,2.2,0.299722,3476,25.864193625571364,13035422.605091238
20.JPG,61.7,2.32,0.24990700000000002,5148,31.475912408211425,7298095.104287722
36.JPG,69.7,2.42,0.299679,3068,24.298906874410154,13427183.123940283
22.JPG,61.6,1.83,0.249488,6932,36.52484116334382,6557404.415636988
137.JPG,74.4,3.18,0.599307,5722,33.18432481510428,15164314.384869952
123.JPG,76.4,2.43,0.5487329999999999,3885,27.343529373520266,21519033.691432912
122.JPG,78.3,2.66,0.548956,3454,25.782214992645397,22750830.79977122
136.JPG,65.0,2.08,0.599287,5249,31.783179843938132,18696652.219876897
23.JPG,64.8,2.27,0.249546,3356,25.413825000055798,10406870.124294212
37.JPG,73.2,2.05,0.299774,2829,23.333266034694265,15893124.075450078
33.JPG,72.3,2.13,0.299928,3002,24.03612217827754,14828586.472214863
27.JPG,69.6,1.95,0.299765,3557,26.163810295313755,13381868.28388397
132.JPG,60.2,2.09,0.549766,4200,28.430448059527237,19463790.614916313
126.JPG,65.7,2.28,0.549104,3434,25.707462109908704,22614191.322339073
127.JPG,75.8,2.15,0.549018,3697,26.673732054801572,23663352.862161282
133.JPG,69.2,2.51,0.549205,4168,28.321934503033514,19132261.040749922
26.JPG,82.8,2.6,0.299744,3225,24.91287898615589,13603263.647555955
32.JPG,70.0,1.77,0.299631,2412,21.545060139819963,18842024.51453176
18.JPG,76.0,2.35,0.24995900000000001,3611,26.361662959960995,10502252.093619324
24.JPG,64.1,2.0,0.29959399999999997,3016,24.09210390616195,14342836.146751484
30.JPG,70.3,2.04,0.299481,5944,33.82193568313881,8937872.691614045
125.JPG,74.6,2.17,0.5493060000000001,5238,31.749859369847396,18002846.586034812
131.JPG,66.0,2.3,0.548855,4006,27.76607749499162,20095271.470731094
119.JPG,71.3,2.26,0.549976,3610,26.358012518489506,22827864.89426933
118.JPG,75.9,2.13,0.5492480000000001,4894,30.689586819278123,19284705.372936208
130.JPG,70.9,2.2,0.549986,5149,31.47896936081497,17677980.660672035
124.JPG,83.0,2.36,0.549676,2802,23.22165264194412,29130647.18030992
31.JPG,77.2,2.51,0.299814,2165,20.412115134526847,18029832.169052523
25.JPG,73.6,2.36,0.299713,4579,29.685500852656986,10348369.216765318
19.JPG,79.3,2.92,0.24992799999999998,5225,31.710435487999817,7293849.06902941
42.JPG,71.2,2.17,0.299928,3965,27.62362405223028,11833307.74580146
4.JPG,52.8,1.93,0.14991,2490,21.89065379168446,7655627.823545683
56.JPG,61.4,2.19,0.349588,3075,24.3266114763106,15427523.484836645
81.JPG,64.4,1.97,0.449758,3979,27.67234914197155,17665245.39739752
95.JPG,73.7,2.62,0.44977100000000003,4176,28.349101832544164,15803948.00633756
143.JPG,75.2,2.22,0.55112,3812,27.08541567062031,22754921.8031046
142.JPG,60.4,2.28,0.433392,2901,23.62832432286234,19421490.251222845
94.JPG,75.0,2.35,0.44953,4047,27.907803803538627,17225303.75509537
80.JPG,68.5,2.55,0.449406,3726,26.77814471417905,16809056.44429802
5.JPG,71.1,2.4,0.149953,3012,24.076122409274802,6908830.282130299
57.JPG,72.1,2.17,0.349313,4335,28.883752162401084,12970959.378307385
43.JPG,84.7,2.43,0.299663,2725,22.900360139393225,16143891.236320715
55.JPG,75.9,2.38,0.349335,3234,24.947616923995298,15831822.396061262
7.JPG,43.9,0.91,0.199732,1437,16.62981596235601,20456345.503220446
41.JPG,70.5,2.41,0.299439,5987,33.94405230983424,8189339.371072508
69.JPG,71.9,2.16,0.399764,3815,27.09607152927291,16352409.580972457
96.JPG,66.1,2.29,0.449064,4066,27.973238368870927,16307114.097820962
82.JPG,80.9,2.27,0.44964,3553,26.14909499027159,20074340.080999386
140.JPG,67.7,2.29,0.35784,3526,26.04954925497829,14634071.039053103
141.JPG,60.3,2.37,0.286738,2958,23.85932449632577,12410306.831226774
83.JPG,66.1,2.38,0.449214,3271,25.089923146682253,18837208.183563393
97.JPG,77.9,2.47,0.44987299999999997,7786,38.70938385762305,10490248.91013444
68.JPG,58.9,1.99,0.399441,3556,26.16013224506781,16241414.3739132
40.JPG,65.3,2.17,0.29988099999999995,2957,23.855291139100377,14118826.203188177
54.JPG,72.5,1.93,0.349454,3200,24.81612957605599,17325241.321141634
6.JPG,59.9,3.28,0.199856,5687,33.08267915834207,4488411.544400379
78.JPG,66.9,2.7,0.449161,3414,25.632491223792396,17228481.101820204
2.JPG,76.5,2.12,0.149694,5030,31.113083282459684,5181465.410107854
50.JPG,67.6,2.28,0.34966,3052,24.235463145060365,15957868.879605992
44.JPG,64.5,1.96,0.34972000000000003,3742,26.835577798310833,14431313.643363774
145.JPG,73.5,2.3,0.599189,3399,25.576118841447506,26187354.15339639
93.JPG,72.9,2.31,0.449483,4239,28.562141557749854,16541881.073448747
87.JPG,72.6,2.36,0.449356,3981,27.679302867208076,17114733.154439893
86.JPG,71.9,2.09,0.449601,3818,27.106723199026913,18685427.531729955
92.JPG,75.9,2.15,0.449149,4944,30.845959923862043,15577388.813471446
144.JPG,75.0,2.01,0.599682,3784,26.985758087143818,26130738.39300328
150.JPG,77.4,2.35,0.599587,3459,25.800869372477326,26256524.98854599
45.JPG,78.0,2.21,0.34963099999999997,3825,27.131560832668157,14697684.777556833
3.JPG,78.9,2.81,0.149817,5223,31.704365924256212,4447007.17497056
51.JPG,64.7,2.35,0.34961200000000003,4201,28.433832435238234,12099054.707273325
79.JPG,75.5,2.58,0.449733,2951,23.831076660379026,20912352.133073483
47.JPG,60.7,1.28,0.349966,3834,27.16346156189122,17023056.65586592
53.JPG,76.2,2.13,0.349591,5104,31.34111130737523,11917257.947484449
1.JPG,62.7,2.07,0.099913,2717,22.866720223855257,5028804.818195874
146.JPG,66.1,2.17,0.5994539999999999,5673,33.041933342914156,17419213.781716608
84.JPG,62.6,2.15,0.37520600000000004,3659,26.536293605581275,14810759.019600438
90.JPG,63.5,2.22,0.44909,3583,26.25925877670851,17849253.82570144
91.JPG,70.2,2.39,0.449474,2866,23.485356228207873,21403187.32155208
85.JPG,69.2,2.69,0.44990199999999997,4093,28.06596189807824,15347050.920875918
147.JPG,62.3,2.34,0.598946,4473,29.339891808964325,19446256.12111547
52.JPG,59.7,2.22,0.34930500000000003,4536,29.5457883126295,11279039.243641648
