image,E(GPa),H(GPa),Load(N),InnerPixels,CrackLength(um),FractureToughness(Kc)
10.JPG,68.1,2.19,0.19977899999999998,1559,17.321365127751204,15453546.334334623
38.JPG,75.2,2.56,0.299389,1559,17.321365127751204,22508761.656215616
21.JPG,80.1,2.02,0.24975299999999998,1559,17.321365127751204,21816150.055635624
35.JPG,65.7,2.16,0.299675,1559,17.321365127751204,22926256.572168037
108.JPG,74.9,2.53,0.49906,1559,17.321365127751204,37666930.92977434
120.JPG,79.9,2.73,0.549869,1559,17.321365127751204,41264646.34973095
134.JPG,66.8,2.26,0.330805,1559,17.321365127751204,24947837.235586703
135.JPG,73.9,2.34,0.599468,1559,17.321365127751204,46731220.17203924
121.JPG,84.0,2.41,0.549056,1559,17.321365127751204,44964999.0652985
109.JPG,77.2,2.12,0.49909,1559,17.321365127751204,41777881.44060265
34.JPG,72.0,2.2,0.299722,1559,17.321365127751204,23784846.6055231
20.JPG,61.7,2.32,0.24990700000000002,1559,17.321365127751204,17877378.52794034
36.JPG,69.7,2.42,0.299679,1559,17.321365127751204,22309602.99954347
22.JPG,61.6,1.83,0.249488,1559,17.321365127751204,20078963.85496682
137.JPG,74.4,3.18,0.599307,1559,17.321365127751204,40211389.77257937
123.JPG,76.4,2.43,0.5487329999999999,1559,17.321365127751204,42680691.43634209
122.JPG,78.3,2.66,0.548956,1559,17.321365127751204,41314682.92862611
136.JPG,65.0,2.08,0.599287,1559,17.321365127751204,46471500.22486867
23.JPG,64.8,2.27,0.249546,1559,17.321365127751204,18494901.06203067
37.JPG,73.2,2.05,0.299774,1559,17.321365127751204,24848455.415463783
33.JPG,72.3,2.13,0.299928,1559,17.321365127751204,24239473.569406845
27.JPG,69.6,1.95,0.299765,1559,17.321365127751204,24842486.54963485
132.JPG,60.2,2.09,0.549766,1559,17.321365127751204,40928874.79952937
126.JPG,65.7,2.28,0.549104,1559,17.321365127751204,40888077.75516108
127.JPG,75.8,2.15,0.549018,1559,17.321365127751204,45219815.01531323
133.JPG,69.2,2.51,0.549205,1559,17.321365127751204,40001612.09601228
26.JPG,82.8,2.6,0.299744,1559,17.321365127751204,23464203.58608563
32.JPG,70.0,1.77,0.299631,1559,17.321365127751204,26138216.792100444
18.JPG,76.0,2.35,0.24995900000000001,1559,17.321365127751204,19718254.546892088
24.JPG,64.1,2.0,0.29959399999999997,1559,17.321365127751204,23527400.940753825
30.JPG,70.3,2.04,0.299481,1559,17.321365127751204,24387016.863227267
125.JPG,74.6,2.17,0.5493060000000001,1559,17.321365127751204,44676661.71856923
131.JPG,66.0,2.3,0.548855,1559,17.321365127751204,40784251.83868242
119.JPG,71.3,2.26,0.549976,1559,17.321365127751204,42851014.52403845
118.JPG,75.9,2.13,0.5492480000000001,1559,17.321365127751204,45480622.00442787
130.JPG,70.9,2.2,0.549986,1559,17.321365127751204,43310204.75612079
124.JPG,83.0,2.36,0.549676,1559,17.321365127751204,45218551.36537772
31.JPG,77.2,2.51,0.299814,1559,17.321365127751204,23064844.08732563
25.JPG,73.6,2.36,0.299713,1559,17.321365127751204,23217492.37841201
19.JPG,79.3,2.92,0.24992799999999998,1559,17.321365127751204,18067035.876203068
42.JPG,71.2,2.17,0.299928,1559,17.321365127751204,23831642.01820533
4.JPG,52.8,1.93,0.14991,1559,17.321365127751204,10876664.58860471
56.JPG,61.4,2.19,0.349588,1559,17.321365127751204,25677070.285813175
81.JPG,64.4,1.97,0.449758,1559,17.321365127751204,35671021.21461342
95.JPG,73.7,2.62,0.44977100000000003,1559,17.321365127751204,33090350.957163937
143.JPG,75.2,2.22,0.55112,1559,17.321365127751204,44494407.70742412
142.JPG,60.4,2.28,0.433392,1559,17.321365127751204,30942739.5189816
94.JPG,75.0,2.35,0.44953,1559,17.321365127751204,35227531.020259224
80.JPG,68.5,2.55,0.449406,1559,17.321365127751204,32310292.30885046
5.JPG,71.1,2.4,0.149953,1559,17.321365127751204,11321687.50279315
57.JPG,72.1,2.17,0.349313,1559,17.321365127751204,27930540.444652263
43.JPG,84.7,2.43,0.299663,1559,17.321365127751204,24541353.804585826
55.JPG,75.9,2.38,0.349335,1559,17.321365127751204,27365370.631754085
7.JPG,43.9,0.91,0.199732,1559,17.321365127751204,19243587.54473647
41.JPG,70.5,2.41,0.299439,1559,17.321365127751204,22465765.746445343
69.JPG,71.9,2.16,0.399764,1559,17.321365127751204,31993965.838227745
96.JPG,66.1,2.29,0.449064,1559,17.321365127751204,33467097.90667362
82.JPG,80.9,2.27,0.44964,1559,17.321365127751204,37235149.03989616
140.JPG,67.7,2.29,0.35784,1559,17.321365127751204,26989342.429831482
141.JPG,60.3,2.37,0.286738,1559,17.321365127751204,20063031.727396075
83.JPG,66.1,2.38,0.449214,1559,17.321365127751204,32839184.161353033
97.JPG,77.9,2.47,0.44987299999999997,1559,17.321365127751204,35045882.96409347
68.JPG,58.9,1.99,0.399441,1559,17.321365127751204,30144672.82819141
40.JPG,65.3,2.17,0.29988099999999995,1559,17.321365127751204,22819309.52712774
54.JPG,72.5,1.93,0.349454,1559,17.321365127751204,29710310.45246999
6.JPG,59.9,3.28,0.199856,1559,17.321365127751204,11847330.54268642
78.JPG,66.9,2.7,0.449161,1559,17.321365127751204,31014161.355663355
2.JPG,76.5,2.12,0.149694,1559,17.321365127751204,12473662.974420289
50.JPG,67.6,2.28,0.34966,1559,17.321365127751204,26410626.46477958
44.JPG,64.5,1.96,0.34972000000000003,1559,17.321365127751204,27829097.126313165
145.JPG,73.5,2.3,0.599189,1559,17.321365127751204,46986209.26799873
93.JPG,72.9,2.31,0.449483,1559,17.321365127751204,35026590.91969843
87.JPG,72.6,2.36,0.449356,1559,17.321365127751204,34572411.931298345
86.JPG,71.9,2.09,0.449601,1559,17.321365127751204,36580142.74081606
92.JPG,75.9,2.15,0.449149,1559,17.321365127751204,37018508.797390655
144.JPG,75.0,2.01,0.599682,1559,17.321365127751204,50813655.79932199
150.JPG,77.4,2.35,0.599587,1559,17.321365127751204,47732654.0065474
45.JPG,78.0,2.21,0.34963099999999997,1559,17.321365127751204,28812963.03213352
3.JPG,78.9,2.81,0.149817,1559,17.321365127751204,11012179.025977682
51.JPG,64.7,2.35,0.34961200000000003,1559,17.321365127751204,25446693.872216273
79.JPG,75.5,2.58,0.449733,1559,17.321365127751204,33747779.580881655
47.JPG,60.7,1.28,0.349966,1559,17.321365127751204,33430435.913356822
53.JPG,76.2,2.13,0.349591,1559,17.321365127751204,29005125.744744357
1.JPG,62.7,2.07,0.099913,1559,17.321365127751204,7627767.065179926
146.JPG,66.1,2.17,0.5994539999999999,1559,17.321365127751204,45893750.518963225
84.JPG,62.6,2.15,0.37520600000000004,1559,17.321365127751204,28084360.32738821
90.JPG,63.5,2.22,0.44909,1559,17.321365127751204,33317360.286149558
91.JPG,70.2,2.39,0.449474,1559,17.321365127751204,33790996.987587035
85.JPG,69.2,2.69,0.44990199999999997,1559,17.321365127751204,31653494.040863827
147.JPG,62.3,2.34,0.598946,1559,17.321365127751204,42869714.24503236
52.JPG,59.7,2.22,0.34930500000000003,1559,17.321365127751204,25127096.389054578
